2%,10%,30%,50%,70%,90%,Label
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
293.2,323.2,358.4,384.9,411.8,454.6,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
297.9,327.1,361.9,389.3,416.9,459.1,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
303.5,333.6,368.3,395.1,421.7,465.1,J2
303.5,333.6,368.3,395.1,421.7,465.1,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
283.9,315.3,355.5,384.8,414.5,459.8,J2
283.9,315.3,355.5,384.8,414.5,459.8,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
274.3,306.4,344,370.7,398.5,439.6,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
283,314.3,352.6,379.7,407.9,448.3,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
0,0,0,0,0,0,J2
